period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2023-06,AL,Alabama,ALL,all sectors,2760916.0,11.78,896.61185,7613.92774,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,US,U.S. Total,TRA,transportation,81.0,12.45,70.63152,567.24651,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,US,U.S. Total,RES,residential,141557323.0,16.11,19690.88448,122257.26143,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,US,U.S. Total,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,US,U.S. Total,IND,industrial,1097388.0,8.21,6985.22633,85035.58895,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,US,U.S. Total,COM,commercial,19457648.0,12.81,15082.22866,117713.55686,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,US,U.S. Total,ALL,all sectors,162112440.0,12.85,41828.97099,325573.65373,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,PACN,Pacific Noncontiguous,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,PACN,Pacific Noncontiguous,RES,residential,744520.0,35.01,122.96659,351.27193,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,PACN,Pacific Noncontiguous,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,PACN,Pacific Noncontiguous,IND,industrial,1992.0,29.55,115.94608,392.36986,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,PACN,Pacific Noncontiguous,COM,commercial,117658.0,30.17,128.77956,426.8061,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,PACN,Pacific Noncontiguous,ALL,all sectors,864170.0,31.41,367.69222,1170.44789,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,PACC,Pacific Contiguous,TRA,transportation,19.0,12.34,8.81125,71.38245,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,PACC,Pacific Contiguous,RES,residential,19353797.0,23.64,2321.57019,9819.42343,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,PACC,Pacific Contiguous,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,PACC,Pacific Contiguous,IND,industrial,205809.0,13.39,915.55943,6836.59831,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,PACC,Pacific Contiguous,COM,commercial,2444338.0,20.29,2681.10562,13214.69989,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,PACC,Pacific Contiguous,ALL,all sectors,22003963.0,19.8,5927.04649,29942.10409,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,MTN,Mountain,TRA,transportation,5.0,11.72,1.45749,12.43692,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,MTN,Mountain,RES,residential,10536831.0,14.22,1292.94794,9095.64092,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,MTN,Mountain,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,MTN,Mountain,IND,industrial,102261.0,8.12,608.30398,7487.4963,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,MTN,Mountain,COM,commercial,1488000.0,11.56,1006.19224,8706.73016,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,MTN,Mountain,ALL,all sectors,12127097.0,11.5,2908.90165,25302.30429,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WSC,West South Central,TRA,transportation,6.0,7.49,1.14392,15.26714,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WSC,West South Central,RES,residential,17798466.0,13.54,3059.33421,22600.42947,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WSC,West South Central,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WSC,West South Central,IND,industrial,427700.0,6.52,1180.87837,18116.98311,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WSC,West South Central,COM,commercial,2410830.0,9.25,1715.92779,18558.17437,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WSC,West South Central,ALL,all sectors,20637002.0,10.05,5957.28429,59290.85409,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ESC,East South Central,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ESC,East South Central,RES,residential,8768550.0,13.25,1312.39368,9903.20714,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ESC,East South Central,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ESC,East South Central,IND,industrial,26317.0,6.88,562.14153,8168.7315,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ESC,East South Central,COM,commercial,1460395.0,12.28,974.50995,7937.06864,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ESC,East South Central,ALL,all sectors,10255262.0,10.95,2849.04516,26009.00728,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,SAT,South Atlantic,TRA,transportation,13.0,10.05,10.83802,107.7898,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,SAT,South Atlantic,RES,residential,30544695.0,14.85,4807.69106,32382.08262,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,SAT,South Atlantic,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,SAT,South Atlantic,IND,industrial,89858.0,7.54,917.08525,12163.31867,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,SAT,South Atlantic,COM,commercial,4053831.0,10.95,3201.80417,29244.59497,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,SAT,South Atlantic,ALL,all sectors,34688397.0,12.09,8937.4185,73897.78606,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WNC,West North Central,TRA,transportation,3.0,11.53,0.36821,3.19224,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WNC,West North Central,RES,residential,9919991.0,14.21,1338.93096,9421.05776,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WNC,West North Central,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WNC,West North Central,IND,industrial,132270.0,8.53,746.14752,8751.27075,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WNC,West North Central,COM,commercial,1519270.0,11.37,1035.46863,9106.93746,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WNC,West North Central,ALL,all sectors,11571534.0,11.44,3120.91531,27282.4582,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ENC,East North Central,TRA,transportation,10.0,7.41,2.76013,37.23,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ENC,East North Central,RES,residential,20728580.0,16.38,2473.12593,15094.34872,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ENC,East North Central,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ENC,East North Central,IND,industrial,55434.0,8.01,1274.37243,15916.13828,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ENC,East North Central,COM,commercial,2560977.0,12.03,1793.82343,14916.43473,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ENC,East North Central,ALL,all sectors,23345001.0,12.06,5544.08191,45964.15172,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,MAT,Middle Atlantic,TRA,transportation,19.0,14.6,41.05817,281.23689,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,MAT,Middle Atlantic,RES,residential,16587065.0,19.58,1987.33063,10149.93773,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,MAT,Middle Atlantic,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,MAT,Middle Atlantic,IND,industrial,34296.0,7.95,472.04258,5935.58387,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,MAT,Middle Atlantic,COM,commercial,2460024.0,15.75,1821.90514,11569.61664,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,MAT,Middle Atlantic,ALL,all sectors,19081404.0,15.47,4322.33651,27936.37514,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,NEW,New England,TRA,transportation,6.0,10.84,4.19434,38.71107,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,NEW,New England,RES,residential,6574828.0,28.33,974.59329,3439.86172,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,NEW,New England,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,NEW,New England,IND,industrial,21451.0,15.21,192.74918,1267.09829,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,NEW,New England,COM,commercial,942325.0,17.92,722.71215,4032.49391,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,NEW,New England,ALL,all sectors,7538610.0,21.58,1894.24895,8778.16498,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WY,Wyoming,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WY,Wyoming,RES,residential,284580.0,12.62,23.31039,184.7244,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WY,Wyoming,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WY,Wyoming,IND,industrial,11914.0,6.49,52.58843,810.8862,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WY,Wyoming,COM,commercial,58935.0,10.65,30.11201,282.84357,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WY,Wyoming,ALL,all sectors,355429.0,8.29,106.01084,1278.45417,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WI,Wisconsin,TRA,transportation,2.0,17.63,0.01511,0.0857,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WI,Wisconsin,RES,residential,2822032.0,17.06,323.01107,1893.57149,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WI,Wisconsin,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WI,Wisconsin,IND,industrial,5642.0,8.95,177.32382,1981.08996,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WI,Wisconsin,COM,commercial,367849.0,12.92,259.27814,2006.48604,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WI,Wisconsin,ALL,all sectors,3195525.0,12.92,759.62813,5881.23319,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WV,West Virginia,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WV,West Virginia,RES,residential,863161.0,14.47,96.60842,667.74399,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WV,West Virginia,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WV,West Virginia,IND,industrial,11084.0,7.2,86.52461,1201.48785,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WV,West Virginia,COM,commercial,150729.0,10.78,63.42065,588.17202,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WV,West Virginia,ALL,all sectors,1024974.0,10.03,246.55369,2457.40385,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WA,Washington,TRA,transportation,5.0,10.14,0.78028,7.69699,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WA,Washington,RES,residential,3310185.0,11.21,277.78856,2476.95121,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WA,Washington,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WA,Washington,IND,industrial,27104.0,6.07,106.29053,1751.08525,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WA,Washington,COM,commercial,405305.0,9.86,229.97102,2332.58717,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,WA,Washington,ALL,all sectors,3742599.0,9.36,614.83039,6568.32062,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,VA,Virginia,TRA,transportation,1.0,10.49,2.38808,22.7587,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,VA,Virginia,RES,residential,3635223.0,15.21,514.71832,3384.34909,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,VA,Virginia,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,VA,Virginia,IND,industrial,3714.0,8.77,122.15213,1392.52268,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,VA,Virginia,COM,commercial,446717.0,9.27,525.42941,5666.23117,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,VA,Virginia,ALL,all sectors,4085655.0,11.13,1164.68793,10465.86165,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,VT,Vermont,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,VT,Vermont,RES,residential,321285.0,21.0,33.17427,157.98187,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,VT,Vermont,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,VT,Vermont,IND,industrial,246.0,11.34,11.91055,105.01391,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,VT,Vermont,COM,commercial,61999.0,17.94,28.47473,158.76296,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,VT,Vermont,ALL,all sectors,383530.0,17.44,73.55955,421.75874,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,UT,Utah,TRA,transportation,1.0,12.37,0.56281,4.5508,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,UT,Utah,RES,residential,1197073.0,11.45,99.33647,867.3859,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,UT,Utah,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,UT,Utah,IND,industrial,10933.0,6.77,47.11034,696.35822,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,UT,Utah,COM,commercial,138491.0,8.81,94.08214,1067.72674,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,UT,Utah,ALL,all sectors,1346498.0,9.15,241.09176,2636.02166,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,TX,Texas,TRA,transportation,3.0,7.24,1.03884,14.3475,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,TX,Texas,RES,residential,12303766.0,14.2,2257.21465,15897.52469,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,TX,Texas,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,TX,Texas,IND,industrial,350212.0,6.74,751.40611,11140.87134,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,TX,Texas,COM,commercial,1598808.0,8.98,1196.27032,13321.65771,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,TX,Texas,ALL,all sectors,14252789.0,10.42,4205.92992,40374.40124,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,TN,Tennessee,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,TN,Tennessee,RES,residential,3025740.0,12.42,414.69555,3339.05042,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,TN,Tennessee,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,TN,Tennessee,IND,industrial,1019.0,6.41,121.64793,1898.67707,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,TN,Tennessee,COM,commercial,512545.0,11.93,354.35888,2969.5671,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,TN,Tennessee,ALL,all sectors,3539304.0,10.85,890.70236,8207.29459,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,SD,South Dakota,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,SD,South Dakota,RES,residential,428175.0,13.19,52.91956,401.13089,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,SD,South Dakota,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,SD,South Dakota,IND,industrial,4338.0,7.99,23.0164,288.17689,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,SD,South Dakota,COM,commercial,77435.0,10.15,43.00147,423.78329,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,SD,South Dakota,ALL,all sectors,509948.0,10.69,118.93744,1113.09107,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,SC,South Carolina,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,SC,South Carolina,RES,residential,2533492.0,14.17,376.72214,2658.42116,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,SC,South Carolina,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,SC,South Carolina,IND,industrial,3647.0,6.79,149.14235,2197.28773,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,SC,South Carolina,COM,commercial,410931.0,10.83,234.23033,2162.57088,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,SC,South Carolina,ALL,all sectors,2948070.0,10.83,760.09482,7018.27978,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,RI,Rhode Island,TRA,transportation,1.0,17.72,0.37389,2.11018,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,RI,Rhode Island,RES,residential,456758.0,26.04,60.41832,232.05042,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,RI,Rhode Island,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,RI,Rhode Island,IND,industrial,1598.0,17.79,10.58078,59.4629,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,RI,Rhode Island,COM,commercial,60728.0,13.33,43.49667,326.39638,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,RI,Rhode Island,ALL,all sectors,519085.0,18.53,114.86966,620.01988,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,PA,Pennsylvania,TRA,transportation,5.0,9.04,3.76758,41.6926,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,PA,Pennsylvania,RES,residential,5516501.0,18.38,687.40913,3739.36849,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,PA,Pennsylvania,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,PA,Pennsylvania,IND,industrial,15912.0,7.72,327.33693,4242.56247,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,PA,Pennsylvania,COM,commercial,736672.0,11.12,320.59558,2883.2196,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,PA,Pennsylvania,ALL,all sectors,6269090.0,12.28,1339.10921,10906.84317,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,OR,Oregon,TRA,transportation,2.0,11.36,0.21431,1.88645,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,OR,Oregon,RES,residential,1847320.0,13.08,179.14679,1369.75597,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,OR,Oregon,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,OR,Oregon,IND,industrial,25541.0,6.83,95.73917,1402.50053,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,OR,Oregon,COM,commercial,249041.0,10.19,140.78997,1381.76718,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,OR,Oregon,ALL,all sectors,2121904.0,10.01,415.89024,4155.91013,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,OK,Oklahoma,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,OK,Oklahoma,RES,residential,1867680.0,12.63,278.03149,2202.05539,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,OK,Oklahoma,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,OK,Oklahoma,IND,industrial,19033.0,6.72,129.39763,1926.07168,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,OK,Oklahoma,COM,commercial,302531.0,9.94,200.99607,2021.89427,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,OK,Oklahoma,ALL,all sectors,2189244.0,9.89,608.42518,6150.02134,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,OH,Ohio,TRA,transportation,2.0,5.69,0.13555,2.38121,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,OH,Ohio,RES,residential,5075078.0,16.42,633.95594,3862.02517,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,OH,Ohio,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,OH,Ohio,IND,industrial,19406.0,7.31,336.78621,4609.97624,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,OH,Ohio,COM,commercial,624242.0,10.99,433.35717,3944.32393,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,OH,Ohio,ALL,all sectors,5718728.0,11.31,1404.23488,12418.70655,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ND,North Dakota,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ND,North Dakota,RES,residential,396096.0,12.3,44.00343,357.70251,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ND,North Dakota,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ND,North Dakota,IND,industrial,9426.0,7.01,80.03962,1142.14457,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ND,North Dakota,COM,commercial,77984.0,7.92,61.79963,779.81254,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ND,North Dakota,ALL,all sectors,483506.0,8.15,185.84267,2279.65962,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,NC,North Carolina,TRA,transportation,1.0,9.07,0.09921,1.09379,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,NC,North Carolina,RES,residential,4962336.0,12.9,638.27177,4946.612,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,NC,North Carolina,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,NC,North Carolina,IND,industrial,9385.0,6.88,161.97752,2355.38336,number of customers,cents per kilowatthour,million dollars,million kilowatthours
